strain	date	virus	region	country	host	isolate_id	submitting_lab	originating_lab
A/Great_Horned_Owl/BC/AIVPHL-1388/2023	2023-11-08	avian_flu	North America	Canada	Avian	EPI_ISL_18665542	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Canada_Goose/BC/AIVPHL-844/2022	2022-12-16	avian_flu	North America	Canada	Avian	EPI_ISL_18665543	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Red_Tailed_Hawk/BC/AIVPHL-990/2023	2023-03-13	avian_flu	North America	Canada	Avian	EPI_ISL_18665544	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cooper_s_Hawk/BC/AIVPHL-1393/2023	2023-11-13	avian_flu	North America	Canada	Avian	EPI_ISL_18665545	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Great_Horned_Owl/BC/AIVPHL-853/2022	2022-12-19	avian_flu	North America	Canada	Avian	EPI_ISL_18665546	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Barn_Owl/BC/AIVPHL-995/2023	2023-03-13	avian_flu	North America	Canada	Avian	EPI_ISL_18665547	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Red_Tailed_Hawk/BC/AIVPHL-859/2022	2022-12-30	avian_flu	North America	Canada	Avian	EPI_ISL_18665549	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Trumpeter_Swan/BC/AIVPHL-1003/2023	2023-03-20	avian_flu	North America	Canada	Avian	EPI_ISL_18665550	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cackling_Goose/BC/AIVPHL-1394/2023	2023-11-14	avian_flu	North America	Canada	Avian	EPI_ISL_18665551	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cackling_Goose/BC/AIVPHL-875/2023	2023-01-09	avian_flu	North America	Canada	Avian	EPI_ISL_18665568	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Canada_Goose/BC/AIVPHL-1401/2023	2023-11-14	avian_flu	North America	Canada	Avian	EPI_ISL_18665569	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Barn_Owl/BC/AIVPHL-1464/2023	2023-12-01	avian_flu	North America	Canada	Avian	EPI_ISL_18665570	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cackling_Goose/BC/AIVPHL-876/2023	2023-01-09	avian_flu	North America	Canada	Avian	EPI_ISL_18665571	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Barn_Owl/BC/AIVPHL-1029/2023	2023-03-27	avian_flu	North America	Canada	Avian	EPI_ISL_18665572	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Canada_Goose/BC/AIVPHL-1402/2023	2023-11-14	avian_flu	North America	Canada	Avian	EPI_ISL_18665573	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Peregrine_Falcon/BC/AIVPHL-1465/2023	2023-12-01	avian_flu	North America	Canada	Avian	EPI_ISL_18665574	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cooper_s_Hawk/BC/AIVPHL-1027/2023	2023-03-27	avian_flu	North America	Canada	Avian	EPI_ISL_18665575	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Red_Tailed_Hawk/BC/AIVPHL-892/2023	2023-01-16	avian_flu	North America	Canada	Avian	EPI_ISL_18665576	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Canada_Goose/BC/AIVPHL-1403/2023	2023-11-14	avian_flu	North America	Canada	Avian	EPI_ISL_18665577	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cooper_s_Hawk/BC/AIVPHL-893/2023	2023-01-16	avian_flu	North America	Canada	Avian	EPI_ISL_18665578	Public Health Agency of Canada	B.C. Centre for Disease Control
A/American_Crow/BC/AIVPHL-1468/2023	2023-12-01	avian_flu	North America	Canada	Avian	EPI_ISL_18665579	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Great_Horned_Owl/BC/AIVPHL-1037/2023	2023-03-31	avian_flu	North America	Canada	Avian	EPI_ISL_18665580	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cackling_Goose/BC/AIVPHL-1404/2023	2023-11-14	avian_flu	North America	Canada	Avian	EPI_ISL_18665581	Public Health Agency of Canada	B.C. Centre for Disease Control
A/American_Crow/BC/AIVPHL-1469/2023	2023-12-01	avian_flu	North America	Canada	Avian	EPI_ISL_18665582	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Raven/BC/AIVPHL-1062/2023	2023-04-12	avian_flu	North America	Canada	Avian	EPI_ISL_18665583	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cackling_Goose/BC/AIVPHL-1405/2023	2023-11-14	avian_flu	North America	Canada	Avian	EPI_ISL_18665584	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Striped_Skunk/BC/AIVPHL-1080/2023	2023-04-20	avian_flu	North America	Canada	Mammal	EPI_ISL_18665585	Public Health Agency of Canada	B.C. Centre for Disease Control
A/American_Crow/BC/AIVPHL-1471/2023	2023-12-01	avian_flu	North America	Canada	Avian	EPI_ISL_18665586	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cackling_Goose/BC/AIVPHL-1406/2023	2023-11-14	avian_flu	North America	Canada	Avian	EPI_ISL_18665587	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Striped_Skunk/BC/AIVPHL-1082/2023	2023-04-20	avian_flu	North America	Canada	Mammal	EPI_ISL_18665588	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cackling_Goose/BC/AIVPHL-1479/2023	2023-12-04	avian_flu	North America	Canada	Avian	EPI_ISL_18665589	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cackling_Goose/BC/AIVPHL-1407/2023	2023-11-14	avian_flu	North America	Canada	Avian	EPI_ISL_18665590	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Canada_Goose/BC/AIVPHL-1483/2023	2023-12-04	avian_flu	North America	Canada	Avian	EPI_ISL_18665591	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Striped_Skunk/BC/AIVPHL-1083/2023	2023-04-20	avian_flu	North America	Canada	Mammal	EPI_ISL_18665592	Public Health Agency of Canada	B.C. Centre for Disease Control
A/American_Wigeon/BC/AIVPHL-1409/2023	2023-11-14	avian_flu	North America	Canada	Avian	EPI_ISL_18665593	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cooper_s_Hawk/BC/AIVPHL-1125/2023	2023-05-23	avian_flu	North America	Canada	Avian	EPI_ISL_18665595	Public Health Agency of Canada	B.C. Centre for Disease Control
A/American_Wigeon/BC/AIVPHL-1410/2023	2023-11-14	avian_flu	North America	Canada	Avian	EPI_ISL_18665596	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cooper_s_Hawk/BC/AIVPHL-1498/2023	2023-12-11	avian_flu	North America	Canada	Avian	EPI_ISL_18665597	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Peregrine_Falcon/BC/AIVPHL-1151/2023	2023-06-05	avian_flu	North America	Canada	Avian	EPI_ISL_18665598	Public Health Agency of Canada	B.C. Centre for Disease Control
A/American_Wigeon/BC/AIVPHL-1411/2023	2023-11-14	avian_flu	North America	Canada	Avian	EPI_ISL_18665599	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Peregrine_Falcon/BC/AIVPHL-1499/2023	2023-12-11	avian_flu	North America	Canada	Avian	EPI_ISL_18665600	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Dunlin/BC/AIVPHL-1221/2023	2023-07-14	avian_flu	North America	Canada	Avian	EPI_ISL_18665601	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cackling_Goose/BC/AIVPHL-1412/2023	2023-11-14	avian_flu	North America	Canada	Avian	EPI_ISL_18665602	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Red_Tailed_Hawk/BC/AIVPHL-1227/2023	2023-07-17	avian_flu	North America	Canada	Avian	EPI_ISL_18665604	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cackling_Goose/BC/AIVPHL-1413/2023	2023-11-16	avian_flu	North America	Canada	Avian	EPI_ISL_18665605	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Red_Tailed_Hawk/BC/AIVPHL-1236/2023	2023-07-24	avian_flu	North America	Canada	Avian	EPI_ISL_18665607	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Great_Blue_Heron/BC/AIVPHL-1417/2023	2023-11-20	avian_flu	North America	Canada	Avian	EPI_ISL_18665608	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Barred_Owl/BC/AIVPHL-1238/2023	2023-07-24	avian_flu	North America	Canada	Avian	EPI_ISL_18665611	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cooper_s_Hawk/BC/AIVPHL-1433/2023	2023-11-20	avian_flu	North America	Canada	Avian	EPI_ISL_18665613	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Great_Horned_Owl/BC/AIVPHL-1242/2023	2023-07-24	avian_flu	North America	Canada	Avian	EPI_ISL_18665615	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Red_Tailed_Hawk/BC/AIVPHL-1419/2023	2023-11-20	avian_flu	North America	Canada	Avian	EPI_ISL_18665617	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cooper_s_Hawk/BC/AIVPHL-1243/2023	2023-07-24	avian_flu	North America	Canada	Avian	EPI_ISL_18665619	Public Health Agency of Canada	B.C. Centre for Disease Control
A/American_Wigeon/BC/AIVPHL-1420/2023	2023-11-20	avian_flu	North America	Canada	Avian	EPI_ISL_18665621	Public Health Agency of Canada	B.C. Centre for Disease Control
A/American_Crow/BC/AIVPHL-1246/2023	2023-07-26	avian_flu	North America	Canada	Avian	EPI_ISL_18665623	Public Health Agency of Canada	B.C. Centre for Disease Control
A/American_Wigeon/BC/AIVPHL-1421/2023	2023-11-20	avian_flu	North America	Canada	Avian	EPI_ISL_18665626	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Red_Fox/BC/AIVPHL-1286/2023	2023-08-22	avian_flu	North America	Canada	Mammal	EPI_ISL_18665627	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Canada_Goose/BC/AIVPHL-1423/2023	2023-11-20	avian_flu	North America	Canada	Avian	EPI_ISL_18665630	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Canada_Goose/BC/AIVPHL-1343/2023	2023-10-11	avian_flu	North America	Canada	Avian	EPI_ISL_18665631	Public Health Agency of Canada	B.C. Centre for Disease Control
A/American_Crow/BC/AIVPHL-1424/2023	2023-11-20	avian_flu	North America	Canada	Avian	EPI_ISL_18665633	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Peregrine_Falcon/BC/AIVPHL-1361/2023	2023-10-23	avian_flu	North America	Canada	Avian	EPI_ISL_18665635	Public Health Agency of Canada	B.C. Centre for Disease Control
A/American_Crow/BC/AIVPHL-1425/2023	2023-11-20	avian_flu	North America	Canada	Avian	EPI_ISL_18665637	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cooper_s_Hawk/BC/AIVPHL-1370/2023	2023-11-02	avian_flu	North America	Canada	Avian	EPI_ISL_18665639	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Glaucous_Winged_Gull/BC/AIVPHL-1426/2023	2023-11-20	avian_flu	North America	Canada	Avian	EPI_ISL_18665641	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cackling_Goose/BC/AIVPHL-1427/2023	2023-11-20	avian_flu	North America	Canada	Avian	EPI_ISL_18665644	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Dunlin/BC/AIVPHL-1429/2023	2023-11-20	avian_flu	North America	Canada	Avian	EPI_ISL_18665648	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Cackling_Goose/BC/AIVPHL-1436/2023	2023-11-20	avian_flu	North America	Canada	Avian	EPI_ISL_18665651	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Red_Tailed_Hawk/BC/AIVPHL-1442/2023	2023-11-23	avian_flu	North America	Canada	Avian	EPI_ISL_18665654	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Canada_Goose/BC/AIVPHL-1443/2023	2023-11-24	avian_flu	North America	Canada	Avian	EPI_ISL_18665656	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Red_Tailed_Hawk/BC/AIVPHL-1444/2023	2023-11-27	avian_flu	North America	Canada	Avian	EPI_ISL_18665661	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Red_Tailed_Hawk/BC/AIVPHL-1445/2023	2023-11-27	avian_flu	North America	Canada	Avian	EPI_ISL_18665665	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Mallard/BC/AIVPHL-1446/2023	2023-11-27	avian_flu	North America	Canada	Avian	EPI_ISL_18665669	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Hooded_Merganser/BC/AIVPHL-1447/2023	2023-11-27	avian_flu	North America	Canada	Avian	EPI_ISL_18665673	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Hooded_Merganser/BC/AIVPHL-1456/2023	2023-11-27	avian_flu	North America	Canada	Avian	EPI_ISL_18665677	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Canada_Goose/BC/AIVPHL-1448/2023	2023-11-27	avian_flu	North America	Canada	Avian	EPI_ISL_18665680	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Barred_Owl/BC/AIVPHL-1449/2023	2023-11-27	avian_flu	North America	Canada	Avian	EPI_ISL_18665685	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Red_Tailed_Hawk/BC/AIVPHL-1450/2023	2023-11-27	avian_flu	North America	Canada	Avian	EPI_ISL_18665689	Public Health Agency of Canada	B.C. Centre for Disease Control
A/Red_Tailed_Hawk/BC/AIVPHL-1453/2023	2023-11-27	avian_flu	North America	Canada	Avian	EPI_ISL_18665693	Public Health Agency of Canada	B.C. Centre for Disease Control
A/domestic_duck/Idaho/23-029624-001-original/2023	2023-09-29	avian_flu	North America	United States	Avian	EPI_ISL_18690638	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/23-029852-001-original/2023	2023-10-02	avian_flu	North America	United States	Avian	EPI_ISL_18690639	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/bald_eagle/Oregon/23-028286-001-original/2023	2023-09-07	avian_flu	North America	United States	Avian	EPI_ISL_18690642	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/bald_eagle/Unknown/23-029035-005-original/2022	2022-11-22	avian_flu	North America	United States	Avian	EPI_ISL_18690645	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/bald_eagle/Unknown/23-029035-007-original/2023	2023	avian_flu	North America	United States	Avian	EPI_ISL_18690646	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/Swainson-s_hawk/Montana/23-029229-001-original/2023	2023-09-20	avian_flu	North America	United States	Avian	EPI_ISL_18690651	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Utah/23-030211-002-original/2023	2023-10-04	avian_flu	North America	United States	Avian	EPI_ISL_18691719	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Utah/23-030211-003-original/2023	2023-10-04	avian_flu	North America	United States	Avian	EPI_ISL_18691723	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Utah/23-030214-001-original/2023	2023-10-04	avian_flu	North America	United States	Avian	EPI_ISL_18691731	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Montana/23-030330-001-original/2023	2023-10-07	avian_flu	North America	United States	Avian	EPI_ISL_18691735	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Montana/23-030330-002-original/2023	2023-10-07	avian_flu	North America	United States	Avian	EPI_ISL_18691740	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Utah/23-030331-002-original/2023	2023-10-05	avian_flu	North America	United States	Avian	EPI_ISL_18691762	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Utah/23-030331-003-original/2023	2023-10-05	avian_flu	North America	United States	Avian	EPI_ISL_18691767	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Utah/23-030333-001-original/2023	2023-10-05	avian_flu	North America	United States	Avian	EPI_ISL_18691774	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Utah/23-030333-002-original/2023	2023-10-05	avian_flu	North America	United States	Avian	EPI_ISL_18691781	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/23-030402-001-original/2023	2023-10-08	avian_flu	North America	United States	Avian	EPI_ISL_18691790	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/23-030402-002-original/2023	2023-10-08	avian_flu	North America	United States	Avian	EPI_ISL_18691797	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/23-030402-003-original/2023	2023-10-08	avian_flu	North America	United States	Avian	EPI_ISL_18691802	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/black-legged_kittiwake/Alaska/23-029675-001-original/2023	2023-09-19	avian_flu	North America	United States	Avian	EPI_ISL_18691808	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/North_Dakota/23-030824-001-original/2023	2023-10-08	avian_flu	North America	United States	Avian	EPI_ISL_18691817	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Colorado/23-030833-001-original/2023	2023-10-11	avian_flu	North America	United States	Avian	EPI_ISL_18691824	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Colorado/23-030833-003-original/2023	2023-10-11	avian_flu	North America	United States	Avian	EPI_ISL_18691828	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/domestic_duck/Montana/23-030959-002-original/2023	2023-10-11	avian_flu	North America	United States	Avian	EPI_ISL_18691835	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/North_Dakota/23-030961-001-original/2023	2023-10-12	avian_flu	North America	United States	Avian	EPI_ISL_18691842	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/23-030962-002-original/2023	2023-10-10	avian_flu	North America	United States	Avian	EPI_ISL_18691849	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/peacock/Oklahoma/23-031171-001-original/2023	2023-10-11	avian_flu	North America	United States	Avian	EPI_ISL_18691856	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/great_horned_owl/Idaho/23-030180-001-original/2023	2023-09-27	avian_flu	North America	United States	Avian	EPI_ISL_18691858	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Utah/23-030331-004-original/2023	2023-10-05	avian_flu	North America	United States	Avian	EPI_ISL_18691859	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Utah/23-030331-005-original/2023	2023-10-05	avian_flu	North America	United States	Avian	EPI_ISL_18691860	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Utah/23-030333-003-original/2023	2023-10-05	avian_flu	North America	United States	Avian	EPI_ISL_18691861	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/swan/Texas/23-030412-001-original/2023	2023-10-06	avian_flu	North America	United States	Avian	EPI_ISL_18691862	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Washington/23-032826-001-original/2023	2023-10-24	avian_flu	North America	United States	Avian	EPI_ISL_18698937	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Alaska/23-032967-001-original/2023	2023-10-27	avian_flu	North America	United States	Avian	EPI_ISL_18698938	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/domestic_goose/Alaska/23-032967-002-original/2023	2023-10-27	avian_flu	North America	United States	Avian	EPI_ISL_18698940	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/guinea_fowl/Alaska/23-032967-003-original/2023	2023-10-27	avian_flu	North America	United States	Avian	EPI_ISL_18698941	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Alaska/23-032968-001-original/2023	2023-10-27	avian_flu	North America	United States	Avian	EPI_ISL_18698942	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/crested_jay/Arizona/23-033231-002-original/2023	2023	avian_flu	North America	United States	Avian	EPI_ISL_18698944	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/king_vulture/Arizona/23-033233-001-original/2023	2023-10-24	avian_flu	North America	United States	Avian	EPI_ISL_18698945	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Iowa/23-033286-001-original/2023	2023-10-30	avian_flu	North America	United States	Avian	EPI_ISL_18698946	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Alabama/23-033467-001-original/2023	2023-11-01	avian_flu	North America	United States	Avian	EPI_ISL_18698948	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Alabama/23-033467-002-original/2023	2023-11-01	avian_flu	North America	United States	Avian	EPI_ISL_18698949	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/guinea_fowl/Oklahoma/23-033516-001-original/2023	2023-10-31	avian_flu	North America	United States	Avian	EPI_ISL_18698950	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Oklahoma/23-033090-001-original/2023	2023-10-27	avian_flu	North America	United States	Avian	EPI_ISL_18698952	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/23-033096-001-original/2023	2023-10-28	avian_flu	North America	United States	Avian	EPI_ISL_18698953	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/23-033096-002-original/2023	2023-10-28	avian_flu	North America	United States	Avian	EPI_ISL_18698955	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/23-033106-001-original/2023	2023-10-27	avian_flu	North America	United States	Avian	EPI_ISL_18698956	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/23-033106-002-original/2023	2023-10-27	avian_flu	North America	United States	Avian	EPI_ISL_18698957	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Arkansas/23-033113-001-original/2023	2023-10-30	avian_flu	North America	United States	Avian	EPI_ISL_18698959	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Arkansas/23-033113-002-original/2023	2023-10-30	avian_flu	North America	United States	Avian	EPI_ISL_18698960	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Tennessee/23-033119-001-original/2023	2023-10-30	avian_flu	North America	United States	Avian	EPI_ISL_18698961	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/23-033304-001-original/2023	2023-10-28	avian_flu	North America	United States	Avian	EPI_ISL_18698963	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/23-033304-002-original/2023	2023-10-28	avian_flu	North America	United States	Avian	EPI_ISL_18698964	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/23-033623-001-original/2023	2023-11-02	avian_flu	North America	United States	Avian	EPI_ISL_18698965	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/23-033623-002-original/2023	2023-11-02	avian_flu	North America	United States	Avian	EPI_ISL_18698967	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/mallard/Iowa/23-033661-002-original/2023	2023-10-30	avian_flu	North America	United States	Avian	EPI_ISL_18698970	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Minnesota/23-033668-001-original/2023	2023-10-31	avian_flu	North America	United States	Avian	EPI_ISL_18698971	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Minnesota/23-033671-001-original/2023	2023-10-31	avian_flu	North America	United States	Avian	EPI_ISL_18698972	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Minnesota/23-033671-002-original/2023	2023-10-31	avian_flu	North America	United States	Avian	EPI_ISL_18698974	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/domestic_duck/Iowa/23-033840-003-original/2023	2023-11-02	avian_flu	North America	United States	Avian	EPI_ISL_18698975	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Iowa/23-033841-001-original/2023	2023-11-02	avian_flu	North America	United States	Avian	EPI_ISL_18698976	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Iowa/23-033841-002-original/2023	2023-11-02	avian_flu	North America	United States	Avian	EPI_ISL_18698978	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Missouri/23-033857-001-original/2023	2023-11-02	avian_flu	North America	United States	Avian	EPI_ISL_18698979	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Missouri/23-033857-002-original/2023	2023-11-02	avian_flu	North America	United States	Avian	EPI_ISL_18698981	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Alaska/23-034050-001-original/2023	2023-11-03	avian_flu	North America	United States	Avian	EPI_ISL_18698982	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/domestic_goose/Alaska/23-034050-002-original/2023	2023-11-03	avian_flu	North America	United States	Avian	EPI_ISL_18698983	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/gyrfalcon/Idaho/23-034082-001-original/2023	2023-10-27	avian_flu	North America	United States	Avian	EPI_ISL_18698985	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/23-034174-001-original/2023	2023-11-06	avian_flu	North America	United States	Avian	EPI_ISL_18698986	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/South_Dakota/23-034174-002-original/2023	2023-11-06	avian_flu	North America	United States	Avian	EPI_ISL_18698988	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Utah/23-034218-001-original/2023	2023-11-06	avian_flu	North America	United States	Avian	EPI_ISL_18698989	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Montana/23-034345-002-original/2023	2023-11-06	avian_flu	North America	United States	Avian	EPI_ISL_18698990	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Montana/23-034346-005-original/2023	2023-11-07	avian_flu	North America	United States	Avian	EPI_ISL_18698992	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/23-034013-001-original/2023	2023-11-05	avian_flu	North America	United States	Avian	EPI_ISL_18698993	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/turkey/Minnesota/23-034013-002-original/2023	2023-11-05	avian_flu	North America	United States	Avian	EPI_ISL_18698994	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
A/chicken/Montana/23-034346-006-original/2023	2023-11-07	avian_flu	North America	United States	Avian	EPI_ISL_18698996	National Veterinary Services Laboratories - USDA	National Veterinary Services Laboratories - USDA
