strain	date	virus	region	country	host	isolate_id	submitting_lab	originating_lab
A/Togo/1666/2019	2019-11-06	h3n2_flu	Africa	Togo	Human	EPI_ISL_491779	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/1132/2019	2019-09-11	h3n2_flu	Africa	Togo	Human	EPI_ISL_491781	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/1654/2019	2019-11-04	h3n2_flu	Africa	Togo	Human	EPI_ISL_491783	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/1650/2019	2019-11-04	h3n2_flu	Africa	Togo	Human	EPI_ISL_491784	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/1775/2019	2019-11-03	h3n2_flu	Africa	Togo	Human	EPI_ISL_491785	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/1736/2019	2019-11-03	h3n2_flu	Africa	Togo	Human	EPI_ISL_491786	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/1645/2019	2019-11-03	h3n2_flu	Africa	Togo	Human	EPI_ISL_491787	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/1731/2019	2019-11-01	h3n2_flu	Africa	Togo	Human	EPI_ISL_491788	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Mali/161/2019	2019-10-23	h3n2_flu	Africa	Mali	Human	EPI_ISL_491794	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Nigeria/4189/2019	2019-10-07	h3n2_flu	Africa	Nigeria	Human	EPI_ISL_491795	Centers for Disease Control and Prevention	NCDC Public Health Reference Laboratory
A/Nigeria/4084/2019	2019-08-22	h3n2_flu	Africa	Nigeria	Human	EPI_ISL_491796	Centers for Disease Control and Prevention	NCDC Public Health Reference Laboratory
A/Nigeria/3981/2019	2019-07-05	h3n2_flu	Africa	Nigeria	Human	EPI_ISL_491798	Centers for Disease Control and Prevention	NCDC Public Health Reference Laboratory
A/Mali/358/2019	2019-11-06	h3n2_flu	Africa	Mali	Human	EPI_ISL_491802	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Mali/171/2019	2019-11-07	h3n2_flu	Africa	Mali	Human	EPI_ISL_491804	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Burkina_Faso/1767/2019	2019-11-10	h3n2_flu	Africa	Burkina Faso	Human	EPI_ISL_491805	Centers for Disease Control and Prevention	IRSS
A/Burkina_Faso/1770/2019	2019-11-10	h3n2_flu	Africa	Burkina Faso	Human	EPI_ISL_491806	Centers for Disease Control and Prevention	IRSS
A/Mali/168/2019	2019-10-30	h3n2_flu	Africa	Mali	Human	EPI_ISL_491807	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Mali/167/2019	2019-10-30	h3n2_flu	Africa	Mali	Human	EPI_ISL_491808	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Burkina_Faso/2615/2019	2019-10-14	h3n2_flu	Africa	Burkina Faso	Human	EPI_ISL_491809	Centers for Disease Control and Prevention	IRSS
A/Mali/166/2019	2019-10-29	h3n2_flu	Africa	Mali	Human	EPI_ISL_491810	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Mali/164/2019	2019-10-28	h3n2_flu	Africa	Mali	Human	EPI_ISL_491811	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Mali/9145/2019	2019-10-28	h3n2_flu	Africa	Mali	Human	EPI_ISL_491813	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Mali/330/2019	2019-10-28	h3n2_flu	Africa	Mali	Human	EPI_ISL_491814	Centers for Disease Control and Prevention	NIC Lab CVD-MALI
A/Burkina_Faso/015/2019	2019-10-24	h3n2_flu	Africa	Burkina Faso	Human	EPI_ISL_491815	Centers for Disease Control and Prevention	IRSS
A/Togo/1309/2019	2019-09-28	h3n2_flu	Africa	Togo	Human	EPI_ISL_491818	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Niger/7322/2019	2019-10-23	h3n2_flu	Africa	Niger	Human	EPI_ISL_491820	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Niger/7318/2019	2019-10-23	h3n2_flu	Africa	Niger	Human	EPI_ISL_491821	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Niger/7348/2019	2019-10-31	h3n2_flu	Africa	Niger	Human	EPI_ISL_491822	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Niger/7221/2019	2019-09-25	h3n2_flu	Africa	Niger	Human	EPI_ISL_491823	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Niger/7205/2019	2019-09-25	h3n2_flu	Africa	Niger	Human	EPI_ISL_491824	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Niger/7123/2019	2019-09-27	h3n2_flu	Africa	Niger	Human	EPI_ISL_491826	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Niger/7134/2019	2019-09-03	h3n2_flu	Africa	Niger	Human	EPI_ISL_491827	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Togo/1275/2019	2019-09-25	h3n2_flu	Africa	Togo	Human	EPI_ISL_491829	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/1280/2019	2019-09-27	h3n2_flu	Africa	Togo	Human	EPI_ISL_491830	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/1255/2019	2019-09-28	h3n2_flu	Africa	Togo	Human	EPI_ISL_491831	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Cote_D-Ivoire/2341/2019	2019-10-17	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_491832	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Togo/1261/2019	2019-09-30	h3n2_flu	Africa	Togo	Human	EPI_ISL_491833	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/South_Africa/0803/2020	2020-01-22	h3n2_flu	Africa	South Africa	Human	EPI_ISL_500752	Crick Worldwide Influenza Centre	National Institute for Communicable Disease
A/South_Africa/8914/2019	2019-07-18	h3n2_flu	Africa	South Africa	Human	EPI_ISL_500753	Crick Worldwide Influenza Centre	National Institute for Communicable Disease
A/South_Africa/9174/2019	2019-07-25	h3n2_flu	Africa	South Africa	Human	EPI_ISL_500754	Crick Worldwide Influenza Centre	National Institute for Communicable Disease
A/South_Africa/9306/2019	2019-07-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_500755	Crick Worldwide Influenza Centre	National Institute for Communicable Disease
A/South_Africa/9493/2019	2019-07-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_500756	Crick Worldwide Influenza Centre	National Institute for Communicable Disease
A/South_Africa/9550/2019	2019-08-01	h3n2_flu	Africa	South Africa	Human	EPI_ISL_500757	Crick Worldwide Influenza Centre	National Institute for Communicable Disease
A/Togo/565/2020	2020-03-10	h3n2_flu	Africa	Togo	Human	EPI_ISL_534350	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/545/2020	2020-03-30	h3n2_flu	Africa	Togo	Human	EPI_ISL_534351	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/539/2020	2020-03-23	h3n2_flu	Africa	Togo	Human	EPI_ISL_534352	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/534/2020	2020-03-20	h3n2_flu	Africa	Togo	Human	EPI_ISL_534353	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/530/2020	2020-03-15	h3n2_flu	Africa	Togo	Human	EPI_ISL_534354	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/538/2020	2020-03-21	h3n2_flu	Africa	Togo	Human	EPI_ISL_534355	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/575/2020	2020-03-14	h3n2_flu	Africa	Togo	Human	EPI_ISL_534356	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/529/2020	2020-03-15	h3n2_flu	Africa	Togo	Human	EPI_ISL_534357	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Togo/526/2020	2020-03-08	h3n2_flu	Africa	Togo	Human	EPI_ISL_534358	Centers for Disease Control and Prevention	Institute National D'Hygiene
A/Cote_d-Ivoire/2850/2020	2020-11-24	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_959655	Crick Worldwide Influenza Centre	Pasteur Institut of Côte d'Ivoire
A/Ghana/112/2020	2020-11-05	h3n2_flu	Africa	Ghana	Human	EPI_ISL_959657	Crick Worldwide Influenza Centre	University of Ghana
A/Ghana/2170/2020	2020-11-17	h3n2_flu	Africa	Ghana	Human	EPI_ISL_959658	Crick Worldwide Influenza Centre	University of Ghana
A/Ghana/2180/2020	2020-11-17	h3n2_flu	Africa	Ghana	Human	EPI_ISL_959659	Crick Worldwide Influenza Centre	University of Ghana
A/Cote_d-Ivoire/2462/2020	2020-10-22	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_984696	Crick Worldwide Influenza Centre	Pasteur Institut of Côte d'Ivoire
A/Cote_d-Ivoire/2195/2020	2020-10-10	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_984699	Crick Worldwide Influenza Centre	Pasteur Institut of Côte d'Ivoire
A/Cote_d-Ivoire/2116/2020	2020-10-06	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_984700	Crick Worldwide Influenza Centre	Pasteur Institut of Côte d'Ivoire
A/Cote_d-Ivoire/2018/2020	2020-09-30	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_984701	Crick Worldwide Influenza Centre	Pasteur Institut of Côte d'Ivoire
A/Ghana/2287/2020	2020-11-23	h3n2_flu	Africa	Ghana	Human	EPI_ISL_984709	Crick Worldwide Influenza Centre	University of Ghana
A/Cote_d-Ivoire/2733/2020	2020-11-18	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_984711	Crick Worldwide Influenza Centre	Pasteur Institut of Côte d'Ivoire
A/Nigeria/4995/2020	2020-11-17	h3n2_flu	Africa	Nigeria	Human	EPI_ISL_1296304	Centers for Disease Control and Prevention	NCDC Public Health Reference Laboratory
A/Nigeria/4959/2020	2020-11-05	h3n2_flu	Africa	Nigeria	Human	EPI_ISL_1296305	Centers for Disease Control and Prevention	NCDC Public Health Reference Laboratory
A/Congo/559/2020	2020-12-15	h3n2_flu	Africa	DRC	Human	EPI_ISL_1296308	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/19/2021	2021-01-12	h3n2_flu	Africa	DRC	Human	EPI_ISL_1296309	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/560/2020	2020-12-15	h3n2_flu	Africa	DRC	Human	EPI_ISL_1296310	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/23/2021	2021-01-06	h3n2_flu	Africa	DRC	Human	EPI_ISL_1296311	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/07/2021	2021-01-04	h3n2_flu	Africa	DRC	Human	EPI_ISL_1296314	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/15/2021	2021-01-05	h3n2_flu	Africa	DRC	Human	EPI_ISL_1296315	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Egypt/7113/2019	2019-12-21	h3n2_flu	Africa	Egypt	Human	EPI_ISL_2932739	Crick Worldwide Influenza Centre	Ministry of Health and Population
A/Nigeria/6075/2021	2021-06-17	h3n2_flu	Africa	Nigeria	Human	EPI_ISL_7602443	Centers for Disease Control and Prevention	NCDC Public Health Reference Laboratory
A/Ethiopia/1014/2021	2021-08-24	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388922	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/2493/2021	2021-07-08	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388923	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/4014/2021	2021-09-02	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388924	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/4042/2021	2021-09-13	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388925	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/2505/2021	2021-09-02	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388926	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/4004/2021	2021-08-26	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388929	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/2575/2021	2021-11-22	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388933	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/1016/2021	2021-03-21	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388937	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/0609/2021	2021-11-17	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388945	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/1475/2021	2021-11-21	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388949	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/3994/2021	2021-08-11	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388953	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/4023/2021	2021-09-02	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388957	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/1025/2021	2021-03-28	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388961	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/4007/2021	2021-09-02	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388966	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/4055/2021	2021-09-29	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388967	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/1048/2021	2021-04-26	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388969	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/0603/2021	2021-11-15	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388974	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/1045/2021	2021-11-14	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388978	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/1055/2021	2021-11-25	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388981	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/4006/2021	2021-09-02	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388991	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/4040/2021	2021-09-07	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388994	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/1185/2021	2021-09-21	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9388998	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Ethiopia/0018/2021	2021-08-02	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_9389002	Centers for Disease Control and Prevention	Ethiopian Public Health Institute, National Influenza Laboratory
A/Zambia/0201/2021	2021-04-19	h3n2_flu	Africa	Zambia	Human	EPI_ISL_11969436	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/0121/2021	2021-03-15	h3n2_flu	Africa	Zambia	Human	EPI_ISL_11969437	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Congo/207/2021	2021-12-09	h3n2_flu	Africa	DRC	Human	EPI_ISL_11969447	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/317/2021	2021-12-18	h3n2_flu	Africa	DRC	Human	EPI_ISL_11969448	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/301/2021	2021-12-20	h3n2_flu	Africa	DRC	Human	EPI_ISL_11969449	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/316/2021	2021-12-20	h3n2_flu	Africa	DRC	Human	EPI_ISL_11969450	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/312/2021	2021-12-17	h3n2_flu	Africa	DRC	Human	EPI_ISL_11969452	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/206/2021	2021-12-09	h3n2_flu	Africa	DRC	Human	EPI_ISL_11969453	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/319/2021	2021-12-21	h3n2_flu	Africa	DRC	Human	EPI_ISL_11969454	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/309/2021	2021-12-17	h3n2_flu	Africa	DRC	Human	EPI_ISL_11969455	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/313/2021	2021-12-17	h3n2_flu	Africa	DRC	Human	EPI_ISL_11969456	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/311/2021	2021-12-17	h3n2_flu	Africa	DRC	Human	EPI_ISL_11969457	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/339/2021	2021-12-22	h3n2_flu	Africa	DRC	Human	EPI_ISL_11969458	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/026/2022	2022-01-13	h3n2_flu	Africa	DRC	Human	EPI_ISL_11969459	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/010/2022	2022-01-06	h3n2_flu	Africa	DRC	Human	EPI_ISL_11969460	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/341/2021	2021-12-22	h3n2_flu	Africa	DRC	Human	EPI_ISL_11969461	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/004/2022	2022-01-02	h3n2_flu	Africa	DRC	Human	EPI_ISL_11969529	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Mahajanga/12570/2021	2021-11-24	h3n2_flu	Africa	Madagascar	Human	EPI_ISL_12240150	Crick Worldwide Influenza Centre	Institut Pasteur de Madagascar
A/Morocco/104/2021	2021-12-20	h3n2_flu	Africa	Morocco	Human	EPI_ISL_13017092	Crick Worldwide Influenza Centre	Institut National d'Hygiène
A/Morocco/105/2021	2021-12-20	h3n2_flu	Africa	Morocco	Human	EPI_ISL_13017093	Crick Worldwide Influenza Centre	Institut National d'Hygiène
A/Morocco/108/2021	2021-12-16	h3n2_flu	Africa	Morocco	Human	EPI_ISL_13017094	Crick Worldwide Influenza Centre	Institut National d'Hygiène
A/Morocco/325/2022	2022-02-01	h3n2_flu	Africa	Morocco	Human	EPI_ISL_13017095	Crick Worldwide Influenza Centre	Institut National d'Hygiène
A/Morocco/82/2021	2021-12-15	h3n2_flu	Africa	Morocco	Human	EPI_ISL_13017096	Crick Worldwide Influenza Centre	Institut National d'Hygiène
A/Uganda/01/2021	2021-01	h3n2_flu	Africa	Uganda	Human	EPI_ISL_13493341	Chan Zuckerberg Initiative, LLC	Infectious Diseases Research Collaboration (IDRC)
A/Ghana/1309/2022	2022-05-16	h3n2_flu	Africa	Ghana	Human	EPI_ISL_13837803	Crick Worldwide Influenza Centre	University of Ghana
A/Ghana/1774/2022	2022-05-17	h3n2_flu	Africa	Ghana	Human	EPI_ISL_13837804	Crick Worldwide Influenza Centre	University of Ghana
A/Ghana/231/2022	2022-05-19	h3n2_flu	Africa	Ghana	Human	EPI_ISL_13837806	Crick Worldwide Influenza Centre	University of Ghana
A/South_Africa/R06609/2022	2022-05-30	h3n2_flu	Africa	South Africa	Human	EPI_ISL_14870469	Centers for Disease Control and Prevention	National Institute for Communicable Disease
A/South_Africa/R06263/2022	2022-05-23	h3n2_flu	Africa	South Africa	Human	EPI_ISL_14870517	Centers for Disease Control and Prevention	National Institute for Communicable Disease
A/Tunisia/8263/2022	2022-02-07	h3n2_flu	Africa	Tunisia	Human	EPI_ISL_14951621	Centers for Disease Control and Prevention	Hopital Charles Nicolle
A/Tunisia/8304/2022	2022-02-07	h3n2_flu	Africa	Tunisia	Human	EPI_ISL_14951622	Centers for Disease Control and Prevention	Hopital Charles Nicolle
A/Tunisia/9412/2022	2022-02-10	h3n2_flu	Africa	Tunisia	Human	EPI_ISL_14951623	Centers for Disease Control and Prevention	Hopital Charles Nicolle
A/Tunisia/9956/2022	2022-02-22	h3n2_flu	Africa	Tunisia	Human	EPI_ISL_14951624	Centers for Disease Control and Prevention	Hopital Charles Nicolle
A/Tunisia/0642/2022	2022-02-21	h3n2_flu	Africa	Tunisia	Human	EPI_ISL_14951625	Centers for Disease Control and Prevention	Hopital Charles Nicolle
A/Tunisia/0646/2022	2022-02-21	h3n2_flu	Africa	Tunisia	Human	EPI_ISL_14951626	Centers for Disease Control and Prevention	Hopital Charles Nicolle
A/Tunisia/9971/2022	2022-02-22	h3n2_flu	Africa	Tunisia	Human	EPI_ISL_14951627	Centers for Disease Control and Prevention	Hopital Charles Nicolle
A/Tunisia/9973/2022	2022-02-21	h3n2_flu	Africa	Tunisia	Human	EPI_ISL_14951628	Centers for Disease Control and Prevention	Hopital Charles Nicolle
