strain	date	virus	region	country	host	isolate_id	submitting_lab	originating_lab
A/SouthAfrica/PET28958/2023	2023-06-08	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130373	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28931/2023	2023-06-12	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130375	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28896/2023	2023-06-13	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130377	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28936/2023	2023-06-13	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130379	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET29338/2023	2023-06-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130380	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET29025_1/2023	2023-05-19	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130385	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET27763/2023	2023-03-22	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130779	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28983/2023	2023-06-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130818	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET29260/2023	2023-06-27	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130884	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET28502/2023	2023-05-16	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130887	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET29018/2023	2023-05-17	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130888	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/SouthAfrica/PET27990/2023	2023-03-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18130943	Vaccines and Infectious Diseases Analytics Research Unit	Wits-VIDA
A/South_Africa/K056869/2023	2023-06-14	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18147004	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056872/2023	2023-06-05	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18147005	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/South_Africa/K056873/2023	2023-06-02	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18147006	University of KwaZulu-Natal	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/Chipata/14-NIC-011/2023	2023-07-31	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18325557	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Algeria/Blida/42081/2022	2022-11-05	h3n2_flu	Africa	Algeria	Human	EPI_ISL_18343465	Institut Pasteur d'Algérie	Institut Pasteur d'Algerie
A/Algeria/Tebessa/43091/2022	2022-11-20	h3n2_flu	Africa	Algeria	Human	EPI_ISL_18343466	Institut Pasteur d'Algérie	Institut Pasteur d'Algerie
A/Algeria/Tebessa/43189/2022	2022-11-21	h3n2_flu	Africa	Algeria	Human	EPI_ISL_18343467	Institut Pasteur d'Algérie	Institut Pasteur d'Algerie
A/Algeria/Tebessa/44013/2022	2022	h3n2_flu	Africa	Algeria	Human	EPI_ISL_18343468	Institut Pasteur d'Algérie	Institut Pasteur d'Algerie
A/Algeria/Algiers/44334/2022	2022	h3n2_flu	Africa	Algeria	Human	EPI_ISL_18343469	Institut Pasteur d'Algérie	Institut Pasteur d'Algerie
A/Algeria/Algiers/44342/2022	2022	h3n2_flu	Africa	Algeria	Human	EPI_ISL_18343470	Institut Pasteur d'Algérie	Institut Pasteur d'Algerie
A/Algeria/Tebessa/44348/2022	2022	h3n2_flu	Africa	Algeria	Human	EPI_ISL_18343471	Institut Pasteur d'Algérie	Institut Pasteur d'Algerie
A/Algeria/Tebessa/44354/2022	2022	h3n2_flu	Africa	Algeria	Human	EPI_ISL_18343472	Institut Pasteur d'Algérie	Institut Pasteur d'Algerie
A/Algeria/Bouira/44511/2022	2022-12-20	h3n2_flu	Africa	Algeria	Human	EPI_ISL_18343473	Institut Pasteur d'Algérie	Institut Pasteur d'Algerie
A/Chipata/14-NIC-003/2023	2023-07-24	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18367880	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Chipata/14-NIC-008/2023	2023-08-28	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18367904	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Livingstone/09-NIC-370/2023	2023-06-25	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18457711	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Livingstone/09-NIC-372/2023	2023-06-26	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18457796	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Livingstone/09-NIC-395/2023	2023-07-02	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18457798	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Livingstone/09-NIC-396/2023	2023-07-02	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18457799	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Livingstone/09-NIC-415/2023	2023-07-09	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18465545	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Livingstone/09-NIC-417/2023	2023-07-09	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18465546	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Livingstone/09-NIC-418/2023	2023-07-09	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18465922	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
A/Lusaka/01-NIC-332/2023	2023-07-25	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18489400	National Influenza Center, Zambia	University Teaching Hospital, MoH Zambia
K056300	2023-05-29	h3n2_flu	Africa	South Africa	Human	EPI_ISL_18514659	Public Health Institute of Malawi 	Centre for Epidemic Response and Innovation (CERI), Stellenbosch University
A/Gabon/CERMEL-B0001/2021	2021-07-29	h3n2_flu	Africa	Gabon	Human	EPI_ISL_18760051	Centre de Recherche Medicale de Lambarene	Centre de Recherche Medicale de Lambarene
A/Congo/2234/2023	2023-12-08	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957205	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2134/2023	2023-11-23	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957215	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2133/2023	2023-11-22	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957220	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2240/2023	2023-12-07	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957221	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2162/2023	2023-11-25	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957222	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/1984/2023	2023-10-19	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957223	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2018/2023	2023-10-29	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957224	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2044/2023	2023-10-31	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957225	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2184/2023	2023-11-24	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957226	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2179/2023	2023-11-28	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957227	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/1945/2023	2023-10-19	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957228	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2089/2023	2023-11-09	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957229	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2050/2023	2023-11-02	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957230	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2124/2023	2023-11-15	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957231	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/1983/2023	2023-10-21	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957232	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2167/2023	2023-11-24	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957233	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2025/2023	2023-10-31	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957234	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2138/2023	2023-11-17	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957235	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2192/2023	2023-11-29	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957236	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2153/2023	2023-11-21	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957237	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2150/2023	2023-11-21	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957238	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2197/2023	2023-11-29	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957239	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2125/2023	2023-11-18	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957240	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2112/2023	2023-11-13	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957241	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2010/2023	2023-10-27	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957242	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2157/2023	2023-11-22	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957243	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/1979/2023	2023-10-21	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957244	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2189/2023	2023-11-27	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957245	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2200/2023	2023-11-29	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957246	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2092/2023	2023-11-10	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957247	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2156/2023	2023-11-22	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957248	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2087/2023	2023-11-07	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957249	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2130/2023	2023-11-18	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957250	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2074/2023	2023-11-07	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957251	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2016/2023	2023-10-29	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957252	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2098/2023	2023-11-08	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957253	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/1935/2023	2023-10-14	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957254	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2159/2023	2023-11-24	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957255	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/1992/2023	2023-10-20	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957256	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/1944/2023	2023-10-20	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957257	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2049/2023	2023-11-01	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957258	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2128/2023	2023-11-16	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957260	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2046/2023	2023-11-01	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957287	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2244/2023	2023-12-07	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957289	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2021/2023	2023-10-29	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957292	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2100/2023	2023-11-17	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957295	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2051/2023	2023-11-03	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957298	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2163/2023	2023-11-25	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957301	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2142/2023	2023-11-19	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957304	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2055/2023	2023-11-05	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957307	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2146/2023	2023-11-24	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957310	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2121/2023	2023-11-14	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957313	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2186/2023	2023-11-22	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957317	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2136/2023	2023-11-17	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957320	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2198/2023	2023-11-29	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957323	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2011/2023	2023-10-27	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957326	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/2173/2023	2023-11-24	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957329	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Congo/1993/2023	2023-10-20	h3n2_flu	Africa	DRC	Human	EPI_ISL_18957332	Centers for Disease Control and Prevention	INRB Service de Virologie
A/SouthAfrica/R09652/2018	2018-06-27	h3n2_flu	Africa	South Africa	Human	EPI_ISL_329785	Crick Worldwide Influenza Centre	National Institute for Communicable Disease
A/Niger/6223/2018	2018-11-18	h3n2_flu	Africa	Niger	Human	EPI_ISL_338621	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Niger/6241/2018	2018-11-22	h3n2_flu	Africa	Niger	Human	EPI_ISL_338622	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Niger/6243/2018	2018-12-03	h3n2_flu	Africa	Niger	Human	EPI_ISL_338623	Centers for Disease Control and Prevention	Centre de Recherche Medicale et Sanitaire (CERMES)
A/Congo/734/2018	2018-12-27	h3n2_flu	Africa	DRC	Human	EPI_ISL_346055	Centers for Disease Control and Prevention	INRB Service de Virologie
A/Cote_d-Ivoire/2490/2018	2018-12-08	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_347132	Crick Worldwide Influenza Centre	Pasteur Institut of Côte d'Ivoire
A/Dakar/10/2018	2018-08-03	h3n2_flu	Africa	Senegal	Human	EPI_ISL_347133	Crick Worldwide Influenza Centre	Institut Pasteur de Dakar  
A/Dakar/13/2018	2018-07-11	h3n2_flu	Africa	Senegal	Human	EPI_ISL_347134	Crick Worldwide Influenza Centre	Institut Pasteur de Dakar  
A/Dakar/14/2018	2018-07-16	h3n2_flu	Africa	Senegal	Human	EPI_ISL_347135	Crick Worldwide Influenza Centre	Institut Pasteur de Dakar  
A/Dakar/25/2018	2018-06-12	h3n2_flu	Africa	Senegal	Human	EPI_ISL_347136	Crick Worldwide Influenza Centre	Institut Pasteur de Dakar  
A/Dakar/28/2018	2018-06-12	h3n2_flu	Africa	Senegal	Human	EPI_ISL_347137	Crick Worldwide Influenza Centre	Institut Pasteur de Dakar  
A/Dakar/29/2018	2018-06-12	h3n2_flu	Africa	Senegal	Human	EPI_ISL_347138	Crick Worldwide Influenza Centre	Institut Pasteur de Dakar  
A/Ghana/4058/2018	2018-11-20	h3n2_flu	Africa	Ghana	Human	EPI_ISL_347144	Crick Worldwide Influenza Centre	University of Ghana
A/Ghana/758/2018	2018-10-29	h3n2_flu	Africa	Ghana	Human	EPI_ISL_347145	Crick Worldwide Influenza Centre	University of Ghana
A/Algeria/27/2019	2019-02-06	h3n2_flu	Africa	Algeria	Human	EPI_ISL_355000	Crick Worldwide Influenza Centre	Institut Pasteur d'Algerie
A/Algeria/38/2019	2019-01-20	h3n2_flu	Africa	Algeria	Human	EPI_ISL_355001	Crick Worldwide Influenza Centre	Institut Pasteur d'Algerie
A/Algeria/45/2019	2019-02-14	h3n2_flu	Africa	Algeria	Human	EPI_ISL_355002	Crick Worldwide Influenza Centre	Institut Pasteur d'Algerie
A/Algeria/55/2019	2019-02-20	h3n2_flu	Africa	Algeria	Human	EPI_ISL_355003	Crick Worldwide Influenza Centre	Institut Pasteur d'Algerie
A/Mauritius/I-1020/2018	2018-11-15	h3n2_flu	Africa	Mauritius	Human	EPI_ISL_355077	Crick Worldwide Influenza Centre	Central Health Laboratory
A/Mauritius/I-1027/2018	2018-11-20	h3n2_flu	Africa	Mauritius	Human	EPI_ISL_355078	Crick Worldwide Influenza Centre	Central Health Laboratory
